source_row,key,modelo,descripcion,stock,tienda,bodega,location_sum,inventario_fisico_final,cantidad_a_importar,costo_unitario_pesos,costo_unitario_dolares,total_costo_unitario_pesos,fecha_adq,vigencia
467,PBQR,PBQR,Perilla bakelita tipo q roja QUEMAID,5.0,0.0,0.0,0.0,0.0,,25.0,0,25.0,,Act Feb 2026
468,PER-100200,PER-100200,Perilla de 100-200 C,3.0,3.0,0.0,3.0,3.0,,148.0,0,148.0,,Act Nov 2025
469,39832,39832,Perilla de acero linea indicadora IMPERIAL,8.0,8.0,0.0,8.0,8.0,,1050.0,0,1050.0,,Act Nov 2025
470,PER-TRIAN-FERRO,PER-TRIAN-FERRO,Perilla Ferro triangular FERRO,5.0,2.0,0.0,2.0,2.0,,65.3,0,65.3,,Act Nov 2025
471,PMCHAZUL,PMCHAZUL,Perilla metalica chica azul QUEMAID,5.0,5.0,0.0,5.0,5.0,,110.0,0,110.0,,Act Feb 2026
472,PMCHNEGRA,PMCHNEGRA,Perilla metalica chica negra QUEMAID,5.0,5.0,0.0,5.0,5.0,,110.0,0,110.0,,Act Feb 2026
473,PMCHROJA,PMCHROJA,Perilla metalica chica roja QUEMAID,5.0,5.0,0.0,5.0,5.0,,110.0,0,110.0,,Act Feb 2026
474,PMTA,PMTA,Perilla metalica tipo asber QUEMAID,5.0,5.0,0.0,5.0,4.0,,150.0,0,150.0,,Act Feb 2026
475,PMTCAZUL,PMTCAZUL,Perilla metalica tipo c azul QUEMAID,5.0,5.0,0.0,5.0,5.0,,150.0,0,150.0,,Act Feb 2026
476,PMTCNEGRA,PMTCNEGRA,Perilla metalica tipo c negra QUEMAID,5.0,5.0,0.0,5.0,5.0,,150.0,0,150.0,,Act Feb 2026
477,PMTCROJA,PMTCROJA,Perilla metalica tipo c roja QUEMAID,5.0,5.0,0.0,5.0,5.0,,150.0,0,150.0,,Act Feb 2026
478,PER-60250,PER-60250,Perilla Negra 60-250 C,10.0,10.0,0.0,10.0,10.0,,152.0,0,152.0,,Act Nov 2025
479,PER-UNIV-N,PER-UNIV-N,Perilla negra s/n,0.0,0.0,0.0,0.0,0.0,,145.0,0,145.0,,Act Nov 2025
480,PER-UNIV-R,PER-UNIV-R,Perilla para estufa roja,3.0,3.0,0.0,3.0,3.0,,190.0,0,190.0,,Vigencia de precio
481,PERILLAESTUFASANSON,PERILLAESTUFASANSON,Perilla para estufa SANSON,1.0,1.0,0.0,1.0,1.0,,100.0,0,100.0,,Vigencia de precio
482,PER-200400,PER-200400,Perilla para freidora 200-400C,1.0,1.0,0.0,1.0,1.0,,190.0,0,190.0,,Act Nov 2025
483,PER-30-120,PER-30-120,Perilla para termostato 30-120,1.0,1.0,0.0,1.0,1.0,,180.0,0,180.0,,Act Nov 2025
484,PERILLASANSON,PERILLASANSON,Perilla para termostato horno SANSON,1.0,1.0,0.0,1.0,1.0,,100.0,0,100.0,,Vigencia de precio
485,S/N,S/N,Piloto completo para boiler,1.0,1.0,0.0,1.0,1.0,,212.73,0,212.73,,Vigencia de precio
486,1291,1291,Piloto para horno IMPERIAL,0.0,0.0,0.0,0.0,0.0,,1085.58,0,1085.58,2025-05-02T00:00:00,
487,PILOTOHONGOSANSON,PILOTOHONGOSANSON,Piloto tipo hongo con opresor SANSON,4.0,4.0,0.0,4.0,4.0,,60.0,0,60.0,,Vigencia de precio
488,1542800,1542800,"Quemador de salamandra Infrarrojos, 38,1 x 20,32 cm GARLAND",1.0,1.0,0.0,1.0,1.0,,6500.0,0,6500.0,,Act Nov 2025
489,56463,56463,Quemador piloto gas natural BLODGETT,0.0,0.0,0.0,0.0,0.0,,4111.95,0,4111.95,,
490,511379,511379,Quemador piloto natural GARGLAND,0.0,0.0,0.0,0.0,0.0,,380.0,0,380.0,,Vigencia de precio
491,145010,145010,Quemador piloto TARGET SIT 1 Llama Dx 0.145.010 GARGLAND,2.0,2.0,0.0,2.0,2.0,,450.0,0,450.0,,Vigencia de precio
492,REDBUSHING-3/4,REDBUSHING-3/4,Reducción Bushing 1 1/4 a 3/4,2.0,2.0,0.0,2.0,2.0,,127.03,0,127.03,,
493,CMS-3/4,CMS-3/4,Regulador lobo 3/4 0.8m7hr CMS,1.0,1.0,0.0,1.0,1.0,,540.0,0,540.0,,
494,SENSORJ-CASM,SENSORJ-CASM,Sensor J CASMANK,3.0,3.0,0.0,3.0,3.0,,449.0,0,449.0,,
495,PT-100,PT-100,Sensor J SANSON,1.0,1.0,0.0,1.0,1.0,,900.0,0,900.0,,Vigencia de precio
496,BA-39987,BA-39987,Tablero de adaptadores ALTO-SHAAM,2.0,2.0,0.0,2.0,2.0,,3200.0,0,3200.0,,Vigencia de precio
497,37439,37439,Tarjeta de control para deshidratador WARING,2.0,2.0,0.0,2.0,2.0,,0.0,35.3,741.3,,Act Nov 2025
498,TCABOS0002,TCABOS0002,Tarjeta electronica HC SANSON/ASSERT,1.0,1.0,0.0,1.0,1.0,,9500.0,0,9500.0,,
500,9511295,9511295,"Termocople de 60"" para horno",2.0,2.0,0.0,2.0,2.0,,290.0,0,290.0,,
501,S/N,S/N,"Tubo piloto de 3/16 24""",3.0,0.0,0.0,0.0,0.0,,351.17,0,351.17,,
502,TUERCA-4/8,TUERCA-4/8,Tuerca de 4/8,0.0,0.0,0.0,0.0,0.0,,18.0,0,18.0,,
503,TUERCA-5/8,TUERCA-5/8,Tuerca de 5/8,5.0,5.0,0.0,5.0,5.0,,20.0,0,20.0,,
504,FBV-3C,FBV-3C,Válvula de bola de latón WATTS,0.0,0.0,0.0,0.0,0.0,,430.0,0,430.0,,Vigencia de precio
505,9043056,9043056,Válvula de Paso 3/4(25) DURMAN,1.0,1.0,0.0,1.0,1.0,,195.0,0,195.0,,Act Nov 2025
506,VALVULASANSON,VALVULASANSON,Valvula para estufa SANSON,1.0,1.0,0.0,1.0,1.0,,250.0,0,250.0,,Vigencia de precio
507,1346G,1346G,Valvula para horno,5.0,5.0,0.0,5.0,5.0,,390.0,0,390.0,,
508,311847,311847,Valvula para horno tuerca 3/8 IUSA,1.0,1.0,0.0,1.0,1.0,,86.16,0,86.16,,
509,VRI,VRI,Valvula regulable importada QUEMAID,4.0,4.0,0.0,4.0,4.0,,150.0,0,150.0,,Act Feb 2026
510,14496,14496,"Valvula solenoide a 220 V, triturador InSinkerator",1.0,1.0,0.0,1.0,1.0,,0,306.0,6426.0,2025-06-24T00:00:00,
514,1830-707,1830-707,Conjunto piloto electrodo 2SL-6EL,5.0,5.0,0.0,5.0,5.0,,1100.0,0,1100.0,,
515,41-224,41-224,Encendedor de superficie SOUTHBEND RANGE Modelo BGS CG GB GS SLGB STRG,1.0,1.0,0.0,1.0,1.0,,890.0,0,890.0,,
516,41-225,41-225,Encendedor ignitor Bakers Pride M2140A 24 V,1.0,1.0,0.0,1.0,1.0,,890.0,0,890.0,,
517,1751-012,1751-012,Perilla beige para valvula de gas,3.0,3.0,0.0,3.0,3.0,,109.0,0,109.0,,
518,1830-491,1830-491,Piloto 3 vias tipo T Corto,2.0,0.0,0.0,0.0,0.0,,388.66,0,388.66,2026-02-03T00:00:00,
519,1980-024,1980-024,"Termocople universal de 24""",10.0,0.0,0.0,0.0,0.0,,142.76,0,142.76,,
520,1980-036,1980-036,"Termocople universal de 36""",10.0,2.0,0.0,2.0,2.0,,162.07,0,162.07,,
521,1980-048,1980-048,"Termocople universal de 48""",10.0,7.0,0.0,7.0,7.0,,149.5,0,149.5,,
522,1980-060,1980-060,"Termocople universal de 60""",10.0,9.0,0.0,9.0,9.0,,169.99,0,169.99,,
523,1980-072,1980-072,"Termocople universal de 72""",10.0,4.0,0.0,4.0,4.0,,183.57,0,183.57,,
524,1950-001,1950-001,Termopila para valvula minivolt,4.0,4.0,0.0,4.0,4.0,,607.07,0,607.07,,Act Feb 2026
525,4200-514,4200-514,Termostato para horno 149°C a 343°C,2.0,2.0,0.0,2.0,2.0,,4000.0,0,4000.0,,
526,4350-029,4350-029,Termostato para horno GARGLAND/ROBERTSHAW,2.0,3.0,0.0,3.0,3.0,,4410.0,0,4410.0,,
527,4626-001,4626-001,Valvula para estufa universal,5.0,1.0,0.0,1.0,1.0,,325.0,0,325.0,,
531,TG905,TG905,Bandeja GN 1/1 H20 esmaltada,4.0,4.0,0.0,4.0,4.0,,790.02,0,790.02,,Vigencia de precio
532,TG944,TG944,Bandeja plana inoxidable tocino simple,4.0,4.0,0.0,4.0,4.0,,942.48,0,942.48,,Vigencia de precio
533,KCE1095A,KCE1095A,"Cable De La Placa De Control, 4 polos, 2M",2.0,1.0,0.0,1.0,1.0,,779.6,0,779.6,,Act Nov 2025
534,KCN1003A,KCN1003A,Capacitor 6.5 UF,5.0,2.0,0.0,2.0,0.0,,634.7,0,634.7,2025-08-13T00:00:00,Act Nov 2025
535,KVE1115A,KVE1115A,"Contactor, Mini, 230 Volt, 20 Amp, 4 Pole",3.0,3.0,0.0,3.0,2.0,,996.95,0,996.95,,Act Nov 2025
536,KVT1200A,KVT1200A,Cubierta de lampara para horno,2.0,2.0,0.0,2.0,2.0,,417.35,0,417.35,,Act Nov 2025
537,KGN1354A,KGN1354A,Empaque Horno Rossella,2.0,1.0,0.0,1.0,1.0,,953.48,0,953.48,,Act Nov 2025
538,KGN1574A,KGN1574A,Empaque para fermentadora,2.0,2.0,0.0,2.0,2.0,,1286.75,0,1286.75,2025-06-06T00:00:00,Act Nov 2025
539,KGN1352A,KGN1352A,Empaque para horno Arianna,2.0,0.0,0.0,0.0,0.0,,881.03,0,881.03,,Vigencia de precio
540,KGN1235B,KGN1235B,Empaque para horno Line micro XF023,1.0,1.0,0.0,1.0,1.0,,707.0799999999999,0,707.0799999999999,,Vigencia de precio
541,KGN1631A,KGN1631A,Empaque para horno XEVC-1011-GPRM,1.0,1.0,0.0,1.0,1.0,,1504.1,0,1504.1,,Act Nov 2025
542,KGN1432B,KGN1432B,Empaque para Speed Pro,3.0,3.0,0.0,3.0,3.0,,3437.8,0,3437.8,2025-05-07T00:00:00,Act Nov 2025
543,KVM2505A,KVM2505A,Empuja cristal doble puerta,3.0,2.0,0.0,2.0,2.0,,410.82,0,410.82,2025-09-30T00:00:00,Act Nov 2025
544,XHC003,XHC003,Filtro pure,1.0,1.0,0.0,1.0,0.0,,5002.72,0,5002.72,2024-05-02T00:00:00,Vigencia de precio
545,KCN1010A,KCN1010A,Kit capacitor condensador 3.5 UF,2.0,2.0,0.0,2.0,2.0,,497.76,0,497.76,2025-08-28T00:00:00,Act Nov 2025
546,KCE1096A,KCE1096A,"Kit De Cable Control De Alimentación, 4 Polos, 3M",2.0,0.0,0.0,0.0,0.0,,852.05,0,852.05,,
547,KCE1065A,KCE1065A,Kit de cable microfit 4P-500MM,1.0,1.0,0.0,1.0,1.0,,533.27,0,533.27,,Act Nov 2025
548,KEL1115A,KEL1115A,Kit de fijación en T (10 pzs),2.0,2.0,0.0,2.0,2.0,,1069.4,0,1069.4,2025-02-20T00:00:00,Act Nov 2025
549,XUC001,XUC001,Kit de primera instalacion,1.0,0.0,0.0,0.0,0.0,,3226.98,0,3226.98,,
550,KPE1059A,KPE1059A,Kit de soporte USB,1.0,1.0,0.0,1.0,1.0,,1431.65,0,1431.65,,Vigencia de precio
551,KPE2038A,KPE2038A,Kit de tarjeta de energia,0.0,0.0,0.0,0.0,0.0,,8694.0,0,8694.0,,
552,KSN1022A,KSN1022A,Kit de temperatura para camara,1.0,1.0,0.0,1.0,1.0,,2121.41,0,2121.41,,Vigencia de precio
553,KTM1005A,KTM1005A,Kit de temperizador 60 min,3.0,2.0,0.0,2.0,2.0,,1141.85,0,1141.85,2025-08-13T00:00:00,Act Nov 2025
554,KTR1100A,KTR1100A,Kit de termostato 269 C,2.0,2.0,0.0,2.0,1.0,,779.6,0,779.6,2025-08-13T00:00:00,Act Nov 2025
555,KTR1136A,KTR1136A,"Kit De Termostato De Seguridad, 330C",3.0,3.0,0.0,3.0,2.0,,1504.1,0,1504.1,,Vigencia de precio
556,KTR1161A,KTR1161A,"Kit De Termostato De Seguridad, 350C",1.0,1.0,0.0,1.0,1.0,,1504.1,0,1504.1,2025-07-10T00:00:00,Act Nov 2025
557,KVL1005A,KVL1005A,Kit De Trampa En U,3.0,3.0,0.0,3.0,3.0,,779.6,0,779.6,,Act Nov 2025
558,KVT1380A,KVT1380A,Kit de vidrio de cierre de guía de ondas speed X,1.0,1.0,0.0,1.0,1.0,,2518.0,0,2518.0,,Act Nov 2025
559,KGN1628A,KGN1628A,Kit empaque 0311,1.0,1.0,0.0,1.0,1.0,,1286.75,0,1286.75,,Act Nov 2025
560,KVL1102A,KVL1102A,Kit filtro de valvula no retorno detergente,2.0,1.0,0.0,1.0,1.0,,634.7,0,634.7,2025-09-30T00:00:00,Act Nov 2025
561,KVE1020B,KVE1020B,Kit micro porta,2.0,2.0,0.0,2.0,2.0,,779.6,0,779.6,,Act Nov 2025
562,KPE1438A,KPE1438A,Kit panel de control cap speed.pro,1.0,0.0,0.0,0.0,0.0,,10682.8,0,10682.8,,
563,KPE2260A,KPE2260A,Kit tarjeta de potencia BL SHOP.PRO 230V,1.0,1.0,0.0,1.0,1.0,,3437.8,0,3437.8,,Vigencia de precio
564,KPE2102A,KPE2102A,Kit tarjeta de potencia LED/TOUCH/MASTER speed,1.0,1.0,0.0,1.0,1.0,,3270.45,0,3270.45,,Vigencia de precio
565,GRP815,GRP815,Parrilla GN 1/1 inoxidable a vapor,4.0,4.0,0.0,4.0,4.0,,1219.68,0,1219.68,,Vigencia de precio
566,GRP806,GRP806,Parrilla inox GN 1/1 lisa abrillantadora,3.0,3.0,0.0,3.0,3.0,,635.1,0,635.1,,Vigencia de precio
567,YA3A0524,YA3A0524,Prueba de dureza de carbonos,3.0,3.0,0.0,3.0,3.0,,150.0,0,150.0,,Vigencia de precio
568,TG126,TG126,Recipiente semirrígido antiadherente,1.0,1.0,0.0,1.0,1.0,,690.0,0,690.0,,Vigencia de precio
569,KGN1240A,KGN1240A,Sello de silicona para vidrio,1.0,0.0,0.0,0.0,1.0,,350.0,0,350.0,2026-04-20T00:00:00,Vigencia de precio
570,XHC010,XHC010,Sistema de filtracion resina,1.0,0.0,0.0,0.0,0.0,,1938.8,0,1938.8,2024-08-20T00:00:00,
571,KVL1026A,KVL1026A,Tubo De Drenaje Codo,1.0,1.0,0.0,1.0,1.0,,541.23,0,541.23,,Act Nov 2025
575,PSA1242,PSA1242,Kit de conjunto calentador resistencia MERRYCHEF,1.0,1.0,0.0,1.0,1.0,,8015.0,0,8015.0,,
576,HIDAMP12,HIDAMP12,"Persiana de ventilación 12"" de 14.96 x 14.39 x 1.38""",5.0,0.0,0.0,0.0,5.0,,400.0,0,400.0,2026-05-18T00:00:00,
577,R02.08.010D.00,R02.08.010D.00,"Resistencia 120 V, 800 W, GR-48 HATCO",2.0,2.0,0.0,2.0,2.0,,868.0,0,868.0,,
578,R02.08.143E.00,R02.08.143E.00,"Resistencia 220 V, 1250 W, GR54 HATCO",2.0,1.0,0.0,1.0,1.0,,1432.32,0,1432.32,,
579,"RES-12""","RES-12""","Resistencia de 12"" 1/2",2.0,1.0,0.0,1.0,1.0,,330.0,0,330.0,,
580,LC-48,LC-48,Resistencia electrica 120V 1100W INTERNATIONAL,1.0,1.0,0.0,1.0,1.0,,812.7,0,812.7,2025-02-27T00:00:00,
581,FAB-RES115-1500W,FAB-RES115-1500W,Resistencia M 20 cm ancho x 46 cm largo 115V 1500 WATSS,2.0,1.0,0.0,1.0,1.0,,1419.0,0,1419.0,,
582,DZ-400,DZ-400,Resistencia para maquina al vacio dz-400 MIGSA,2.0,1.0,0.0,1.0,1.0,,219.0,0,219.0,,
583,030S00,030S00,Resistencia plana,1.0,1.0,0.0,1.0,1.0,,290.0,0,290.0,,
584,RES-PLAN,RES-PLAN,Resistencia plana de 9.5 mm x 1.58 mm de ancho x metro,2.0,2.0,0.0,2.0,2.0,,1074.0,0,1074.0,,
588,TEFLONMT,TEFLONMT,Teflon para maquina al vacio CAJA,3.0,1.0,0.0,1.0,1.0,,345.0,0,345.0,2025-02-14T00:00:00,
589,TURBINA-5/8,TURBINA-5/8,Turbina jaula de ardilla 25 x 6.5 cm con flecha 5/8 con lam galvanizada con buje,3.0,3.0,0.0,3.0,3.0,,2260.0,0,2260.0,,
590,TURBINA-5/8IZQ13,TURBINA-5/8IZQ13,Turbina jaula de ardilla de 23 x 13cm con flecha 5/8 lamina galvanizada,1.0,1.0,0.0,1.0,1.0,,2900.0,0,2900.0,,
591,TURBINA-5/8IZQ4,TURBINA-5/8IZQ4,Turbina jaula de ardilla de 27.5 x 4cm con flecha 5/8 comercial galvanizada rot. Izq,1.0,1.0,0.0,1.0,1.0,,2260.0,0,2260.0,,
592,TURBINA-5/8IZQ5,TURBINA-5/8IZQ5,Turbina jaula de ardilla de 27.5 x 5cm con flecha 5/8 comercial galvanizada rot. Izq,2.0,2.0,0.0,2.0,2.0,,2260.0,0,2260.0,,
593,HIFANXEXHAUST-7,HIFANXEXHAUST-7,"Ventilador Extractor de aluminio por persiana de 7""",1.0,0.0,0.0,0.0,1.0,,1500.0,0,1500.0,2026-05-18T00:00:00,
597,LT221209,LT221209,Termometro asador horno Ataud parrilla de 50 a 500,4.0,3.0,0.0,3.0,3.0,,226.0,0,226.0,2025-04-25T00:00:00,Act Nov 2025
598,S-236-42,S-236-42,"Termostato 175-550F, 42"" ROBERTSHAW",1.0,1.0,0.0,1.0,1.0,,2900.0,0,2900.0,,Vigencia de precio
599,KXP-336-48,KXP-336-48,"Termostato 200 a 500 F, bulbo de 3/16″ x 12″, tapa de 48″ DUKE",1.0,1.0,0.0,1.0,1.0,,0,99.0,0.0,,Act Nov 2025
600,SP-463-36,SP-463-36,Termostato 200-450F Tapa 36″ ROBERTSHAW,2.0,2.0,0.0,2.0,2.0,,2600.0,0,2600.0,,Vigencia de precio
601,376988,376988,Termostato automatico para calentador IUSA,1.0,1.0,0.0,1.0,1.0,,690.0,0,690.0,,Act Nov 2025
602,CAEM-30110,CAEM-30110,Termostato CAEM 30-110 C UNIVERSAL,4.0,10.0,0.0,10.0,10.0,,275.72,0,275.72,2025-05-06T00:00:00,Act Nov 2027
603,CAEM-50300BL,CAEM-50300BL,Termostato CAEM 50-300 C bulvo largo UNIVERSAL,4.0,4.0,0.0,4.0,4.0,,275.72,0,275.72,,Act Nov 2028
604,CAEM-50300,CAEM-50300,Termostato CAEM 50-300 C UNIVERSAL,5.0,8.0,0.0,8.0,8.0,,275.72,0,275.72,2025-05-06T00:00:00,Act Nov 2026
605,CAEM-60220,CAEM-60220,"Termostato CAEM 60-220 tuerca 1/2, bulbo acero inoxidable UNIVERSAL",4.0,4.0,0.0,4.0,4.0,,430.0,0,430.0,,Act Nov 2029
606,RX-1-36,RX-1-36,Termostato para freidora ROBERTSHAW,3.0,9.0,0.0,9.0,9.0,,1282.0,0,1282.0,,Act Nov 2025
607,RX-2-24,RX-2-24,Termostato para freidora VULCAN/ROBERTSHAW,1.0,0.0,0.0,0.0,0.0,,710.0,0,710.0,,Act Nov 2025
608,1F-XBB-B0323,1F-XBB-B0323,Termostato vastago largo 575F Calibrado TORREY,1.0,1.0,0.0,1.0,1.0,,1520.0,0,1520.0,,Vigencia de precio
609,700-515,700-515,"Válvula de control Gas LP 750 mV 3/4"" x 3/4"" 485k BTU Freidora ROBERTSHAW",1.0,0.0,0.0,0.0,0.0,,2909.48,0,2909.48,2025-01-31T00:00:00,Act Nov 2029
610,VS820,VS820,"Valvula de gas 1/2"" 225,000 BTU 1/4"" CCT para Freidora HONEYWELL",2.0,3.0,0.0,3.0,3.0,,3550.0,0,3550.0,,Act Nov 2029
611,Q2BBC02-H,Q2BBC02-H,Valvula solenoide uso vapor 1/4 a 12v TECSN,1.0,4.0,0.0,4.0,4.0,,620.0,0,620.0,2025-02-07T00:00:00,Vigencia de precio
615,90282,90282,Bandeja/Recipiente para Alimentos 1/2 GN VOLLRATH,2.0,2.0,0.0,2.0,2.0,,1039.6,0,1039.6,,Vigencia de precio
616,KL10825,KL10825,Bowl kng 14 oz CARLISLE,47.0,47.0,0.0,47.0,47.0,,51.6,0,51.6,,Vigencia de precio
617,MCCF01,MCCF01,Canastas para freidora CONCASSE,6.0,4.0,0.0,4.0,2.0,,523.6,0,523.6,,Act Nov 2025
618,MCLCEP06,MCLCEP06,Cepillo para manos y uñas de cerda CONCASSE,4.0,2.0,0.0,2.0,2.0,,66.74000000000001,0,66.74000000000001,,Act Nov 2025
619,MCCUAICIL,MCCUAICIL,Clilindro portacubiertos de aluminio CONCASSE,5.0,5.0,0.0,5.0,5.0,,57.12,0,57.12,,Act Nov 2025
620,MCGACAIGDEE,MCGACAIGDEE,Guante anticorte  de acero inoxidable grande CONCASSE,2.0,2.0,0.0,2.0,2.0,,705.738,0,705.738,,Act Nov 2025
621,MCGACAIME,MCGACAIME,Guante anticorte  de acero inoxidable mediano CONCASSE,2.0,2.0,0.0,2.0,2.0,,705.738,0,705.738,,Act Nov 2025
622,MCGMT17,MCGMT17,"Guante de algodón 17"" CONCASSE",1.0,1.0,0.0,1.0,1.0,,217.4,0,217.4,,Act Nov 2025
623,CLARB-1759,CLARB-1759,Luminaria Exterior Cooper Crouse Hinds,4.0,0.0,0.0,0.0,0.0,,1250.0,0,1250.0,,
624,PINZAJOSPER,PINZAJOSPER,Pinza inoxidable 35cm carne y volteo de jaul JOSPER,1.0,1.0,0.0,1.0,1.0,,1984.8,0,1984.8,,Vigencia de precio
625,INOX-PORT01,INOX-PORT01,Porta tacos de cero inoxidable KCV,36.0,36.0,0.0,36.0,36.0,,51.0,0,51.0,,
626,69108,69108,Sarten 8 in VOLLRATH,1.0,1.0,0.0,1.0,1.0,,1313.4,0,1313.4,,Vigencia de precio
627,3900C,3900C,Tapadera de acero inoxidable 13.97cm VOLLRATH,7.0,7.0,0.0,7.0,7.0,,150.8,0,150.8,,Vigencia de precio
628,3907C,3907C,Tapadera de acero inoxidable 5/8 VOLLRATH,1.0,1.0,0.0,1.0,1.0,,178.2,0,178.2,,Vigencia de precio
632,DU85HFA3/4HP,DU85HFA3/4HP,"Motor de extracción 0.750 HP, 1 fase, 115v, 60 Hz, Monofasico",1.0,0.0,0.0,0.0,1.0,,30885.26,0,30885.26,,Act Nov 2025
633,DU180FA1.0HP,DU180FA1.0HP,"Motor de extracción 1.00 HP, 1 fase, 115v, 60 Hz, Monofasico",1.0,0.0,0.0,0.0,4.0,,31925.32,0,31925.32,,Act Nov 2025
634,DU180FA1.5HP,DU180FA1.5HP,"Motor de extracción 1.500 HP, 3 fases, 230 V, 60 Hz. Trifasico",1.0,1.0,0.0,1.0,3.0,,57175.18,0,57175.18,,Act Nov 2025
635,DU180HFA2HP,DU180HFA2HP,"Motor de extracción 2.000 HP, 3 fases, 230 V, 60 Hz. Trifasico",1.0,1.0,0.0,1.0,3.0,,61860.67,0,61860.67,,Act Nov 2025
636,DU180HFA3HP,DU180HFA3HP,"Motor de extracción 3.000 HP, 3 fases, 230 V, 60 Hz. Trifasico",1.0,0.0,0.0,0.0,2.0,,61860.67,0,61860.67,,
