source,codigo,descripcion,excel_quantity,source_quantity,difference
JSON activo inventory-products.json,AEQ-03,Desengrasante citrico Galón,8.0,12.0,4.0
JSON activo inventory-products.json,DB1044A,Detergente en SPRAY&RINSE 12x750ML,2.0,5.0,3.0
JSON activo inventory-products.json,DB1076A0,Detergente Rinse & ULTRA/PLUS 10 bts,1.0,2.0,1.0
JSON activo inventory-products.json,AEQ-02,Limpiaparrillas Galón,8.0,14.0,6.0
JSON activo inventory-products.json,56.00.562,Pastillas de mantenimiento CARE 150 Tabs,7.0,17.0,10.0
JSON activo inventory-products.json,56.00.210A,Pastillas detergentes 100 Tabs,22.0,6.0,-16.0
JSON activo inventory-products.json,AEQ-01,Quitacochambre Galon,7.0,11.0,4.0
JSON activo inventory-products.json,DB1085A0,Removedor de cal UNOX.D&CAL,1.0,0.0,-1.0
JSON activo inventory-products.json,12191309,"Biasagra de puerta, superior izquierda, mesa ASBER",1.0,0.0,-1.0
JSON activo inventory-products.json,480HP,Bisagra compuesta para puertas superpuestasFERMOD,6.0,0.0,-6.0
JSON activo inventory-products.json,12216798,Bisagra inferior ASBER,2.0,0.0,-2.0
JSON activo inventory-products.json,12216800,Bisagra superior ASBER,2.0,0.0,-2.0
JSON activo inventory-products.json,BIS-GEN,Bisagras para refrigerador GENERICO,4.0,0.0,-4.0
JSON activo inventory-products.json,63762,Cerradura con llave cilindro PERLICK,3.0,0.0,-3.0
JSON activo inventory-products.json,CSG-1,Cierre para camara frigorifica,1.0,0.0,-1.0
JSON activo inventory-products.json,12203287,Conjunto de bisagras derecho ASBER,1.0,2.0,1.0
JSON activo inventory-products.json,12203286,"Conjunto de bisagras mesa, lado izquierdo ASBER",2.0,4.0,2.0
JSON activo inventory-products.json,GS-2398,Empaque Alto-Shaam 1000-TH1,2.0,0.0,-2.0
JSON activo inventory-products.json,EMP-ARRASTRE,Empaque de arrastre para camara frigorifica,2.0,0.0,-2.0
JSON activo inventory-products.json,EMP-IMP01,Empaque importado dimensiones 57 x 62 cm negro,1.0,0.0,-1.0
JSON activo inventory-products.json,EMP-IMP03,Empaque importado dimensiones 64.5 x 30 cm,3.0,0.0,-3.0
JSON activo inventory-products.json,EKC-001,Empaque universal con ceja dimensiones Torrey 68 X 62.5 cm negro,2.0,0.0,-2.0
JSON activo inventory-products.json,EMP-UNI07,Empaque universal dimensiones 177.5 x 52.5 cm negro,3.0,0.0,-3.0
JSON activo inventory-products.json,EMP-UNI01,Empaque universal dimensiones 54.5 x 63.5 cm negro,2.0,0.0,-2.0
JSON activo inventory-products.json,EMP-UNI06,Empaque universal dimensiones 61 x 140 cm negro,1.0,0.0,-1.0
JSON activo inventory-products.json,EMP-UNI03,Empaque universal dimensiones 64 X 55.5 cm negro,0.0,2.0,2.0
JSON activo inventory-products.json,EMP-UNI05,Empaque universal dimensiones 73.5 X 50 cm negro,1.0,0.0,-1.0
JSON activo inventory-products.json,12190016,"Espaciador, cuadrado, nylon, puerta, pelaje, a/c ASBER",1.0,0.0,-1.0
JSON activo inventory-products.json,1190002,Goma espesor 73.5 c 59 x 1 mm Cafetera Simonelli,22.0,0.0,-22.0
JSON activo inventory-products.json,1026313,Interruptor de puerta PERLICK,1.0,0.0,-1.0
JSON activo inventory-products.json,1186837,"Junta portafolio 72 x 58x 7 mm, cafetera Simonelli",11.0,0.0,-11.0
JSON activo inventory-products.json,XWVRC-0711-H,Base Stand Alto Horno Combinado Multifuncional,1.0,0.0,-1.0
JSON activo inventory-products.json,BERMEXB2,Batidora Planetaria Comercial 20Ltt 1.5 Hp 6kg Amasa Rojo 60 Hz BERMEX B2,3.0,0.0,-3.0
JSON activo inventory-products.json,5424ND2PSPFB,Campana de acero inoxidable de 8 pies,1.0,0.0,-1.0
JSON activo inventory-products.json,SX36-6BP,Estufa con horno de 6 quemadores ME2401019HB,0.0,1.0,1.0
JSON activo inventory-products.json,VSP200F-1,Fogon para ollas a gas DV1152764,1.0,0.0,-1.0
JSON activo inventory-products.json,VICM24-201,"Gratinador de 24"" ME2310153HB",1.0,0.0,-1.0
JSON activo inventory-products.json,XEVC-1011-GPRM,"Horno combinado a gas CHEF TOP 10 GN1/1 plus, serie 2023A0005377",1.0,0.0,-1.0
JSON activo inventory-products.json,VC4GD-21D150K,Horno de convección a gas 482045201,1.0,0.0,-1.0
JSON activo inventory-products.json,T043C,Horno De Convección Venix Torcello,1.0,0.0,-1.0
JSON activo inventory-products.json,MS300CT,Rebanadora Bermex MS-300-CT Con Cuchilla De Acero,1.0,0.0,-1.0
JSON activo inventory-products.json,153A-3,Torre Dispensadora de Cerveza de Barril TURBO AIR,1.0,0.0,-1.0
JSON activo inventory-products.json,54410,"Cuello curvo para mezcladora 12"" FISHER",2.0,0.0,-2.0
JSON activo inventory-products.json,3963,"Cuello recto para mezcladora 12"" FISHER",1.0,0.0,-1.0
JSON activo inventory-products.json,21-406L,Juegos de conectores para mezcladora KROWNE,5.0,0.0,-5.0
JSON activo inventory-products.json,3248,"Mezcladora a pared de 8"" DICA",1.0,0.0,-1.0
JSON activo inventory-products.json,90-3032,Adaptador macho a gas 3/4 a 5/8 DORMONT,4.0,0.0,-4.0
JSON activo inventory-products.json,COD-11/4,"Codo Calle 90° de 1 1/4"" DORMONT",1.0,0.0,-1.0
JSON activo inventory-products.json,COD-1/2,"Codo Calle 90° de 1/2"" DORMONT",6.0,0.0,-6.0
JSON activo inventory-products.json,A50,Conexión rapida 1/2 A50 DORMONT,1.0,0.0,-1.0
JSON activo inventory-products.json,A75,Conexión rapida 3/4 A75 DORMONT,3.0,0.0,-3.0
JSON activo inventory-products.json,1675KIT48,"Kit de sistema de seguridad, 3/4 x48"" pulgadas de diámetro DORMONT",4.0,3.0,-1.0
JSON activo inventory-products.json,1650KIT48,"Kit Manguera de gas con sistema de seguridad 1/2 X 48"" DORMONT",2.0,3.0,1.0
JSON activo inventory-products.json,TAG-DE-DM1061,"Manguera de acero inoxidable 3/4 x 48"" DORMONT",0.0,6.0,6.0
JSON activo inventory-products.json,30c-4142-36,"Manguera de gas corrugada amarilla 3/4"" X 36"" DORMONT",0.0,1.0,1.0
JSON activo inventory-products.json,VAL-DORM11/4,"Válvula de bola de gas de paso de 1 1/4"" DORMONT",1.0,0.0,-1.0
JSON activo inventory-products.json,VAL-DORM1/2,"Válvula de bola de gas de paso de 1/2"" DORMONT",3.0,0.0,-3.0
JSON activo inventory-products.json,VAL-DORM3/4,"Válvula de bola de gas de paso de 3/4"" DORMONT",2.0,0.0,-2.0
JSON activo inventory-products.json,PO-A39,Banda V lisa estirada para uso industrial PRO ONE,1.0,0.0,-1.0
JSON activo inventory-products.json,PO-A40,Banda V lisa estirada para uso industrial PRO ONE,1.0,0.0,-1.0
JSON activo inventory-products.json,27-0459-1,Bujia de encendido KOBLENS -1,4.0,0.0,-4.0
JSON activo inventory-products.json,27-0295-9,Bujia de encendido KOBLENS -9,2.0,0.0,-2.0
JSON activo inventory-products.json,04-0642-1,Candado KOBLENS,2.0,0.0,-2.0
JSON activo inventory-products.json,CWB9-11-30D02,Contactor 9 A 24V 50/60Hz WEG,1.0,0.0,-1.0
JSON activo inventory-products.json,AH102524,Controlador de temperatura BLODGETT 33152,1.0,0.0,-1.0
JSON activo inventory-products.json,FNM-25,Fusible Bussman de 250vac,1.0,0.0,-1.0
JSON activo inventory-products.json,ATMR12,Fusible de ceramica 12A 600V,2.0,0.0,-2.0
JSON activo inventory-products.json,MCHF30Z0456,Fusible de ceramica 13 A para horno MERRYCHEF,2.0,0.0,-2.0
JSON activo inventory-products.json,ATQR25,Fusible de ceramica para horno,1.0,0.0,-1.0
JSON activo inventory-products.json,38-0441-6,Modulo de encendido electronico KOBLENS,1.0,0.0,-1.0
JSON activo inventory-products.json,3044300,Motor de 120 voltios  GARLAND,1.0,0.0,-1.0
JSON activo inventory-products.json,N00158OS1P56,Motor eléctrico weg monofásico 1.5 hp 4 polos 120v/220v WEG,0.0,2.0,2.0
JSON activo inventory-products.json,1150456NG2,Motor Monofásico 1.5Hp 115/230V 1800Rp High Power ELECTROMEX,0.0,1.0,1.0
JSON activo inventory-products.json,N00218OS1P56,Motor Monofasico 2 Hp 1750 Rpm en Baja 110/220v WEG,1.0,2.0,1.0
JSON activo inventory-products.json,ROJAS-4X11/8F,"Rueda loca con freno fijas de 4"" de alto x 1 1/8 de ancho ROJAS",2.0,0.0,-2.0
JSON activo inventory-products.json,GSW-5X11/8F,"Rueda locas fijas con freno de 5"" de alto x 1 1/8 "" de ancho GSW",4.0,0.0,-4.0
JSON activo inventory-products.json,BASE-12,"Fabricacion de base para estufa 12"" C18 con regatones",1.0,0.0,-1.0
JSON activo inventory-products.json,BASE-25,"Fabricacion de base para parrilla 25"" C18 con regatones",2.0,0.0,-2.0
JSON activo inventory-products.json,BASE-36,"Fabricacion de base para plancha 36"" C18 con regatones",3.0,0.0,-3.0
JSON activo inventory-products.json,MESA-TRAB120,"Mesa de trabajo acero T-304, C-18. 120 x 70 x 90 cm con entrepaño",1.0,0.0,-1.0
JSON activo inventory-products.json,MESA-TRAB200RESP,"Mesa de trabajo con respaldo acero T-304, C18. 200 x 70 x 90 cm con entrepaño",1.0,0.0,-1.0
JSON activo inventory-products.json,BASE-SALAMANDRA,"Soporte para salamandra fabricado en acero inoxidable t-304, C18",1.0,0.0,-1.0
JSON activo inventory-products.json,TARJA-100,Tarja Sencilla 100 cm con descanso C18 con descanso,1.0,0.0,-1.0
JSON activo inventory-products.json,TARJACARN-90,Tarja tipo carnicero de una tina  calibre 18. Dimensiones 90 x 75 x 90,1.0,0.0,-1.0
JSON activo inventory-products.json,TORRE-MARISCOS,Torre de mariscos con bandejas de 50 y 42cm con soportes,1.0,0.0,-1.0
JSON activo inventory-products.json,00-417608-00001,"Cabezal quemador, hornilla HOBART",6.0,0.0,-6.0
JSON activo inventory-products.json,00-417258-000G1,Quemador frontal HOBART,3.0,0.0,-3.0
JSON activo inventory-products.json,153027,Quemador horno calentador izquierda DUKE,4.0,0.0,-4.0
JSON activo inventory-products.json,00-417260-000G1,Quemador trasero HOBART,3.0,0.0,-3.0
JSON activo inventory-products.json,UNI-CLIMP,Quemadores Tipo Imperial Corto y Largo UNIVERSAL,5.0,0.0,-5.0
JSON activo inventory-products.json,AK002111,Espreas para valvula paso-53 CORIAT,10.0,9.0,-1.0
JSON activo inventory-products.json,10269,Perilla para estufa CORIAT,2.0,11.0,9.0
JSON activo inventory-products.json,AC000402,Termostato para horno ABJC CORIAT,2.0,4.0,2.0
JSON activo inventory-products.json,AC000205,Valvula para estufa CORIAT,4.0,9.0,5.0
JSON activo inventory-products.json,ASMTRE0101,"Aspa 4"" para motor esqueleto GENERICO",2.0,0.0,-2.0
JSON activo inventory-products.json,947039,"Aspa del ventilador, condensador, 8-3/4"" de diámetro, 5 aspas TRUE",1.0,2.0,1.0
JSON activo inventory-products.json,997816,Bandeja de drenaje en espiral TRUE,1.0,2.0,1.0
JSON activo inventory-products.json,823089,Bisagra con muelle para puerta TRUE,1.0,2.0,1.0
JSON activo inventory-products.json,CAB-CALEF,Cable calefactor para puertas de camara frigorifica por metro,17.0,0.0,-17.0
JSON activo inventory-products.json,CAB-NIQ10,Cable cobre niquelado forro de F.V. y silicon 200-300 cal 10 x metro,90.0,0.0,-90.0
JSON activo inventory-products.json,CAB-ATC14300,"Cable para alta temperatura silicón y fibra 300° Calibre 14 Cobre Niquelado, 600v x mt",60.0,0.0,-60.0
JSON activo inventory-products.json,QHA-6E,"Cables para calentadores de puertas, 6ft, 42w, 120v QUALITY",1.0,0.0,-1.0
JSON activo inventory-products.json,801805,Calentador línea de drenaje TRUE,0.0,2.0,2.0
JSON activo inventory-products.json,920158,Clip de estanteria TRUE,13.0,0.0,-13.0
JSON activo inventory-products.json,189-227MFD,Condensador Capacitor Arranque COLDTEK,1.0,0.0,-1.0
JSON activo inventory-products.json,P70LB-1C,Control de presion dual automatica PENN,1.0,0.0,-1.0
JSON activo inventory-products.json,800382,"Control De Temperatura, 077B6856 Kit #077B7163 TRUE",1.0,2.0,1.0
JSON activo inventory-products.json,TC-900E,Controlador digital baja temperatura,0.0,1.0,1.0
JSON activo inventory-products.json,810808,"Empaque 25-5/8 ""x 26-5/8"", T-23-2/49-4 TRUE",2.0,4.0,2.0
JSON activo inventory-products.json,0-6602,Filtro deshidratador EMERSON,1.0,0.0,-1.0
JSON activo inventory-products.json,945039,Filtro dos entradas TRUE,0.0,2.0,2.0
JSON activo inventory-products.json,SLP25-80,"Interrumpor baja presion Abre 25 psi Cierra 80 psi, 500 PP 3500 BP 1/4  SMART ELECTRIC",1.0,0.0,-1.0
JSON activo inventory-products.json,54127037,Interruptor controlador limit para horno AMANA,2.0,0.0,-2.0
JSON activo inventory-products.json,MPS30-50,Interruptor De Presion AQUEX,1.0,0.0,-1.0
JSON activo inventory-products.json,805143,Kit conector de cables TRUE,3.0,2.0,-1.0
JSON activo inventory-products.json,836833,Kit control de temperatura ERC112D TRUE,0.0,3.0,3.0
JSON activo inventory-products.json,219717,Kit control de temperatura LAEBIT25 TRUE,1.0,2.0,1.0
JSON activo inventory-products.json,836834,Kit control de temperatura sustituido por 848244 TRUE,1.0,2.0,1.0
JSON activo inventory-products.json,802803,Kit control universal BIT25 TRUE,2.0,3.0,1.0
JSON activo inventory-products.json,823236,"Kit de bandeja de desague, 220v TRUE",1.0,2.0,1.0
JSON activo inventory-products.json,870842,"Kit de bisagra de puerta, inferior derecha TRUE",1.0,2.0,1.0
JSON activo inventory-products.json,991224,Kit de reacondicionamiento de control electrico KITGDM TRUE,1.0,2.0,1.0
JSON activo inventory-products.json,992987,Kit de servicio de refrigerante R290 Propano TRUE,2.0,4.0,2.0
JSON activo inventory-products.json,ECR2-0831,"Motor INPUT 100-240vac,50-60 Hz, 0.19-0.10 A OUTPUT 13w 18000rpm, DUAL SPEED 1550rpm DOR:CCW-DE. WELLIGTON",12.0,0.0,-12.0
JSON activo inventory-products.json,821639,Motor retrofit TRUE,0.0,1.0,1.0
JSON activo inventory-products.json,VA-PROD10,Protector y relay universal AVALY,2.0,0.0,-2.0
JSON activo inventory-products.json,800182,Relay 25 A TRUE,1.0,2.0,1.0
JSON activo inventory-products.json,994353,Relay 832AW-1C-F-S1 12VDC 30A-277VAC TRUE,1.0,2.0,1.0
JSON activo inventory-products.json,835384,Sellador de silicon TRUE,1.0,2.0,1.0
JSON activo inventory-products.json,807408,Sensor de descarche TRUE,0.0,2.0,2.0
JSON activo inventory-products.json,807409,Sensor de temperatura TRUE,4.0,8.0,4.0
JSON activo inventory-products.json,807414,Sensor termisor 4m NTCEPC B57025M25,1.0,0.0,-1.0
JSON activo inventory-products.json,807415,Sensor termisor 4m NTCEPC B57025M2502AZ,2.0,0.0,-2.0
JSON activo inventory-products.json,807416,Sensor termisor TRUE,6.0,3.0,-3.0
JSON activo inventory-products.json,973396,Serpentin de evaporador TUC/TWT-27F,1.0,0.0,-1.0
JSON activo inventory-products.json,KCD2,Switch 4 polos Universal para vitrina,3.0,0.0,-3.0
JSON activo inventory-products.json,TAB-EQUI,Tablero de control para baja temperatura con selectores EQUIPSA,1.0,0.0,-1.0
JSON activo inventory-products.json,RV-100X204,Tanque de liquido 1.3L RV 100x204 FIGOMEC,1.0,0.0,-1.0
JSON activo inventory-products.json,831970,Transformador de 120v-24v TRUE,2.0,4.0,2.0
JSON activo inventory-products.json,851142,"Tubo capilar, 0,106"" de diámetro exterior X 0,054"" TRUE",1.0,2.0,1.0
JSON activo inventory-products.json,PCN802460,Válvula de expansión EMERSON,1.0,0.0,-1.0
JSON activo inventory-products.json,068Z3209,"Válvula de expansión termostática de rosca, TE 2, R22/R407C. DANFOSS",1.0,0.0,-1.0
JSON activo inventory-products.json,068Z3403,"Válvula de expansión termostática, TE 2, DANFOSS",0.0,1.0,1.0
JSON activo inventory-products.json,VERE12002,Ventilador motor con 2 cables para refrigerador COLDTEK,1.0,0.0,-1.0
JSON activo inventory-products.json,00-122555,Alimentacion de bandeja,1.0,0.0,-1.0
JSON activo inventory-products.json,00-077643-00001,Anillo de amoladora,1.0,0.0,-1.0
JSON activo inventory-products.json,209042C,Bomba dosificadora,1.0,0.0,-1.0
JSON activo inventory-products.json,ITA-130976,Bomba lavaloza E500,1.0,0.0,-1.0
JSON activo inventory-products.json,00-119760-00003,Conjunto de cilindros,1.0,0.0,-1.0
JSON activo inventory-products.json,00-748572,Conjunto de electrodos,0.0,3.0,3.0
JSON activo inventory-products.json,00-0158801,Conjunto de gusanos,1.0,0.0,-1.0
JSON activo inventory-products.json,00-893074,Conjunto de rodamientos,1.0,0.0,-1.0
JSON activo inventory-products.json,00-290372,Cuchillo para picadoras de carne puntas de afilado,1.0,0.0,-1.0
JSON activo inventory-products.json,00-271008,"Disyuntor de vacío, 3/8""",1.0,0.0,-1.0
JSON activo inventory-products.json,00-893535,Embalaje de boquillas,6.0,0.0,-6.0
JSON activo inventory-products.json,00-119922-00001,"Empujador de alimentos, picadora/trituradora",1.0,0.0,-1.0
JSON activo inventory-products.json,00-413302-00001,"Enganche, soporte del piloto",5.0,0.0,-5.0
JSON activo inventory-products.json,01-1000V8-00156,Extractor para horno,1.0,0.0,-1.0
JSON activo inventory-products.json,00-913153,Juego de termostato con perilla y tornillos,2.0,0.0,-2.0
JSON activo inventory-products.json,230020C,Kit de elemento calefactor resistencia Lavaloza E800,2.0,0.0,-2.0
JSON activo inventory-products.json,00-292910,Kit de servicio valvula de vacio CL44,1.0,0.0,-1.0
JSON activo inventory-products.json,00-913102-0049,Kit de soldaduras para perro,4.0,0.0,-4.0
JSON activo inventory-products.json,01-1A1828-00001,Kit de sondas termopar,1.0,0.0,-1.0
JSON activo inventory-products.json,TW-001-09,Kit de terminales,1.0,0.0,-1.0
JSON activo inventory-products.json,01-1000V9-00170,"Modulo de ignición 3 Tfi, sin reinicio BAXTER",1.0,0.0,-1.0
JSON activo inventory-products.json,00-958392-000G2,"Montaje de válvula de drenaje, lado derecho",2.0,0.0,-2.0
JSON activo inventory-products.json,80629,Motobomba de enjuague e 220/240v - 1PH - 60HZ - ECOMAX 603/503 Lavaloza,1.0,0.0,-1.0
JSON activo inventory-products.json,00-437044-00006,"Motor, accionamiento del transportador, 208-240/480 V, 60 Hz, 3 PH LAVALOZA C54A",1.0,0.0,-1.0
JSON activo inventory-products.json,00-411242-0000,Perilla de control,1.0,0.0,-1.0
JSON activo inventory-products.json,00-428300-00001,"Perilla negra, 2,75 de diámetro",3.0,0.0,-3.0
JSON activo inventory-products.json,00-938783,Placa de fijacion permanente,1.0,0.0,-1.0
JSON activo inventory-products.json,00-938782,Placa moledora de carne,1.0,0.0,-1.0
JSON activo inventory-products.json,00-938784,Placa moledora de carne,1.0,0.0,-1.0
JSON activo inventory-products.json,00-938785,Placa moledora de carne,1.0,0.0,-1.0
JSON activo inventory-products.json,00-938786,Placa picadora de carne,1.0,0.0,-1.0
JSON activo inventory-products.json,00-271123,Protector de límite alto,1.0,0.0,-1.0
JSON activo inventory-products.json,00-950546-00001,Puerta sensor temperatura AM16,1.0,0.0,-1.0
JSON activo inventory-products.json,00-110334,"Retén, planetario, HL300",1.0,0.0,-1.0
JSON activo inventory-products.json,1312641,"Sierra de 126"" 5/8  x 0.022 Thk. 4T",6.0,0.0,-6.0
